Name,Date Public,Founded,MarketValue,P/Q-1 Earnings Date,P/Q-1 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
"Live Nation Entertainment, Inc.",12/14/2005,1996,"$9,192.65",2/28/2020,0.18,-0.10,-0.20,0.00,0.00,11/1/2019,-0.09,0.02,-0.03,0.06,-0.10,7/26/2019,2%,0.04,0.01,0.00,-0.07,5/3/2019,-0.11,-0.02,0.02,-0.02,0.03,3/1/2019,0.06,0.01,0.04,0.00,-0.01,11/2/2018,0.12,0.02,-0.02,0.00,0.04
Pinnacle West Capital Corporation,11/05/1984,1985,"$9,171.65",2/21/2020,0.21,0.02,0.07,-0.18,0.00,11/7/2019,-0.07,-0.06,-0.01,-0.03,0.03,8/8/2019,-10%,0.06,0.03,-0.03,0.04,5/1/2019,-0.05,-0.02,0.03,0.00,0.00,2/22/2019,0.36,0.03,0.02,0.02,-0.05,11/8/2018,0.03,-0.07,0.07,0.03,0.04
Western Union Company, 9/20/2006,1851,"$9,142.40",2/12/2020,-0.11,0.00,-0.01,0.08,0.07,11/1/2019,0.06,0.03,-0.01,0.00,-0.02,8/2/2019,1%,0.04,-0.02,0.04,0.00,5/8/2019,-0.09,0.01,0.02,0.03,-0.04,2/8/2019,0.00,-0.02,-0.05,0.03,0.00,11/2/2018,0.09,0.00,0.05,-0.03,0.03
"Universal Health Services, Inc. Class B",11/05/1984,1979,"$9,115.04",2/27/2020,0.09,0.03,-0.06,0.05,0.00,10/25/2019,-0.13,-0.03,0.00,-0.02,0.02,7/26/2019,10%,0.04,0.00,0.00,0.00,4/26/2019,-0.06,-0.03,-0.03,0.02,-0.02,2/28/2019,0.01,-0.02,-0.04,0.00,-0.03,10/26/2018,0.11,0.01,0.09,0.04,-0.01
"NetApp, Inc.",11/21/1995,1992,"$9,024.02",2/13/2020,-0.02,0.06,-0.03,-0.04,0.00,11/14/2019,0.16,0.05,-0.04,0.03,-0.04,8/1/2019,-17%,-0.01,-0.16,0.00,0.15,5/23/2019,-0.03,-0.02,-0.03,-0.02,-0.03,2/14/2019,0.04,0.03,0.02,0.02,0.01,11/15/2018,0.07,0.00,-0.04,-0.03,0.03
"Franklin Resources, Inc.",11/05/1984,1947,"$8,998.82",1/30/2020,0.05,-0.01,-0.10,0.02,-0.08,10/25/2019,-0.05,0.04,-0.01,-0.04,-0.02,7/30/2019,-23%,-0.02,-0.13,-0.07,0.09,4/26/2019,0.15,0.00,-0.01,-0.01,-0.02,1/30/2019,-0.17,0.00,0.06,0.02,-0.01,10/25/2018,0.30,0.00,0.04,0.09,-0.02
"DENTSPLY SIRONA, Inc.", 8/18/1987,2016,"$8,959.42",3/2/2020,-0.02,-0.03,-0.19,0.00,0.00,11/7/2019,0.14,0.00,-0.01,0.00,-0.04,8/2/2019,5%,-0.05,0.00,-0.02,-0.04,5/3/2019,0.26,0.05,0.02,0.03,0.00,3/1/2019,0.07,-0.06,0.00,0.01,0.01,11/9/2018,-0.18,0.01,0.06,0.01,0.07
"Arconic, Inc.",10/18/2016,1888,"$8,945.06",1/27/2020,-0.02,-0.03,0.00,0.07,-0.16,11/5/2019,0.11,0.04,0.03,-0.02,-0.01,8/2/2019,15%,-0.02,0.06,0.03,0.03,4/30/2019,0.11,-0.01,0.05,0.03,-0.01,2/8/2019,0.10,-0.06,0.04,0.03,-0.01,10/30/2018,0.07,-0.07,0.00,0.03,-0.01
Tractor Supply Company, 2/17/1994,1938,"$8,938.06",1/30/2020,-0.02,0.06,0.02,0.02,-0.05,10/24/2019,0.01,-0.01,-0.06,0.01,-0.01,7/25/2019,0%,0.02,0.00,-0.07,0.00,4/25/2019,0.14,0.01,-0.01,0.01,0.04,1/31/2019,0.02,0.00,0.11,-0.03,-0.06,10/25/2018,0.09,0.04,0.05,-0.01,0.01
Avery Dennison Corporation,11/05/1984,1935,"$8,836.04",1/29/2020,0.02,-0.01,-0.01,-0.06,0.07,10/23/2019,0.03,0.05,0.02,-0.01,-0.02,7/23/2019,2%,-0.05,-0.02,0.03,-0.01,4/24/2019,0.02,0.00,-0.03,-0.05,0.10,1/30/2019,0.02,0.03,-0.01,0.02,0.01,10/23/2018,-0.01,-0.05,-0.01,0.04,0.00
"Everest Re Group, Ltd.",10/03/1995,1999,"$8,696.84",2/11/2020,0.21,0.01,0.01,-0.05,-0.07,10/29/2019,0.53,-0.04,0.03,-0.01,-0.01,7/30/2019,22%,-0.01,0.03,-0.01,-0.01,5/7/2019,0.17,0.03,0.01,0.03,-0.04,2/12/2019,0.11,0.00,0.04,-0.03,-0.01,10/30/2018,0.29,0.00,-0.04,0.00,0.04
AES Corporation, 6/26/1991,1981,"$8,641.98",2/28/2020,0.06,-0.01,-0.13,0.00,0.00,11/6/2019,0.19,-0.01,0.04,0.01,0.01,8/6/2019,-3%,0.00,-0.04,-0.01,0.03,5/7/2019,-0.06,-0.06,0.00,0.02,-0.03,2/27/2019,0.10,-0.02,0.05,0.01,-0.04,11/6/2018,0.18,0.01,-0.03,0.02,0.03
Vornado Realty Trust,11/05/1984,1980,"$8,447.31",2/19/2020,-0.66,0.00,-0.06,-0.21,0.00,10/14/2019,0.17,-0.03,0.00,0.01,-0.05,7/30/2019,5379%,-0.02,-0.02,-0.02,0.04,4/29/2019,-0.81,0.01,0.01,0.02,-0.04,2/12/2019,0.36,0.02,-0.04,0.03,-0.03,10/30/2018,1.74,0.05,0.02,-0.01,0.01
"C.H. Robinson Worldwide, Inc.",10/15/1997,1905,"$8,413.28",1/29/2020,-0.24,-0.03,-0.03,0.07,0.03,10/30/2019,-0.06,0.05,-0.05,0.02,0.00,7/31/2019,0%,-0.01,0.03,-0.01,0.00,5/1/2019,0.01,-0.12,0.04,-0.02,0.02,1/30/2019,0.11,-0.01,0.02,-0.02,-0.02,10/31/2018,0.07,-0.02,0.01,0.01,-0.03
"Iron Mountain, Inc.", 7/01/1997,1951,"$8,328.83",2/13/2020,-0.02,-0.03,0.03,0.04,0.00,10/31/2019,0.08,0.00,-0.01,-0.05,-0.03,8/1/2019,3%,-0.02,0.04,0.00,-0.01,4/25/2019,-0.28,-0.02,-0.03,0.04,-0.04,2/14/2019,0.01,-0.05,-0.01,-0.03,0.01,10/25/2018,0.02,0.04,-0.05,0.07,0.05
"PulteGroup, Inc.",11/05/1984,1950,"$8,242.34",1/28/2020,0.12,0.11,-0.02,-0.03,-0.04,10/22/2019,0.08,0.02,-0.06,0.01,0.00,7/23/2019,5%,0.03,0.05,0.05,0.04,4/23/2019,0.25,0.04,0.02,0.03,0.01,1/29/2019,-0.24,-0.07,-0.04,-0.03,0.01,10/23/2018,0.07,-0.09,0.11,0.06,0.03
"PerkinElmer, Inc.",11/05/1984,1937,"$8,216.46",1/28/2020,0.02,-0.01,-0.04,-0.03,-0.03,10/31/2019,0.05,0.06,0.00,0.04,0.01,7/30/2019,0%,0.00,-0.03,0.00,0.04,4/26/2019,0.04,-0.07,0.00,-0.05,0.06,2/1/2019,0.01,0.06,0.01,0.01,-0.03,11/1/2018,-0.02,-0.01,0.00,0.06,0.00
"Henry Schein, Inc.",11/03/1995,1932,"$8,131.68",2/20/2020,0.06,0.03,-0.04,-0.04,0.00,11/5/2019,0.05,0.02,0.01,0.00,-0.04,8/6/2019,1%,0.01,-0.02,-0.02,0.01,5/7/2019,0.05,0.02,0.04,-0.01,0.03,2/20/2019,0.24,-0.22,-0.04,0.03,-0.01,11/6/2018,0.02,0.04,0.05,0.01,-0.03
SVB Financial Group,10/23/1987,#N/A,"$8,075.87",1/24/2020,0.11,0.00,0.01,-0.02,-0.24,10/25/2019,0.03,0.06,0.06,-0.04,0.01,7/26/2019,21%,0.03,-0.11,-0.04,0.08,4/26/2019,0.15,0.03,0.02,-0.08,-0.07,1/25/2019,0.05,0.06,-0.05,0.03,-0.02,10/26/2018,0.14,-0.09,0.02,-0.01,-0.13
Federal Realty Investment Trust,11/05/1984,1962,"$8,060.85",2/11/2020,1.25,-0.03,0.06,0.04,-0.07,10/31/2019,0.05,0.01,-0.05,-0.01,-0.04,8/2/2019,27%,0.02,0.00,-0.02,0.02,5/3/2019,0.03,0.02,0.01,0.04,-0.02,2/14/2019,-0.08,0.00,-0.04,0.00,0.03,11/1/2018,0.05,0.05,0.03,0.03,0.03
"Host Hotels & Resorts, Inc.",11/05/1984,1927,"$8,054.11",2/20/2020,-0.07,-0.04,-0.13,-0.13,0.00,11/6/2019,0.02,0.01,-0.05,0.05,0.02,8/7/2019,27%,-0.02,-0.06,0.03,0.02,5/2/2019,0.18,0.02,0.00,-0.02,-0.04,2/20/2019,1.34,-0.01,0.01,-0.05,-0.01,11/2/2018,2.84,0.02,0.02,-0.02,0.00
E*TRADE Financial Corporation, 8/16/1996,1982,"$7,986.38",1/24/2020,-0.17,-0.03,-0.05,0.18,-0.12,10/18/2019,0.03,0.06,0.01,0.04,-0.01,7/19/2019,-18%,0.02,-0.01,-0.10,0.00,4/18/2019,0.18,0.03,-0.02,-0.02,-0.03,1/25/2019,-0.01,0.02,-0.06,0.03,-0.02,10/19/2018,0.11,-0.02,0.06,0.01,-0.01
Packaging Corporation of America, 1/28/2000,1959,"$7,984.93",1/30/2020,0.00,-0.01,-0.03,0.03,0.02,10/24/2019,0.01,0.03,0.01,-0.03,0.01,7/25/2019,0%,0.01,0.02,-0.01,-0.02,4/25/2019,0.01,-0.04,0.02,-0.06,0.04,1/30/2019,0.01,0.03,0.02,-0.04,0.02,10/25/2018,0.04,-0.01,0.06,0.04,-0.04
"Darden Restaurants, Inc.", 5/09/1995,1938,"$7,937.03",12/19/2019,0.05,-0.04,0.03,-0.01,0.02,9/19/2019,0.02,0.02,-0.01,-0.09,0.02,6/20/2019,2%,-0.04,0.03,0.01,-0.02,3/21/2019,0.03,-0.02,0.01,-0.02,-0.01,12/18/2018,0.01,-0.03,-0.01,0.02,-0.06,9/20/2018,0.08,-0.02,-0.06,0.06,-0.03
"Advance Auto Parts, Inc.",11/29/2001,1929,"$7,871.67",2/18/2020,0.22,-0.04,0.03,-0.13,0.00,11/12/2019,0.02,0.00,-0.01,-0.01,-0.01,8/13/2019,-9%,-0.03,-0.03,0.13,0.03,5/22/2019,0.04,0.01,-0.07,-0.05,0.04,2/19/2019,0.04,0.04,-0.06,0.03,0.05,11/13/2018,0.08,-0.02,-0.04,-0.04,0.00
"CenterPoint Energy, Inc.",11/05/1984,1866,"$7,809.88",2/27/2020,0.20,-0.04,-0.22,0.05,0.00,11/7/2019,0.25,-0.05,-0.16,0.00,0.05,8/7/2019,15%,0.05,-0.02,-0.02,0.06,5/9/2019,-0.14,0.02,0.02,-0.04,0.02,2/28/2019,0.04,-0.01,0.00,0.00,-0.03,11/8/2018,-0.07,-0.04,0.05,0.03,0.07
"Wynn Resorts, Limited",10/25/2002,2002,"$7,797.06",2/7/2020,-1.67,-0.04,-0.02,-0.17,-0.11,11/7/2019,-0.80,0.03,-0.06,0.01,0.12,8/7/2019,8%,-0.15,0.02,-0.04,-0.01,5/10/2019,0.01,-0.05,-0.10,0.00,0.03,1/31/2019,-0.20,0.09,-0.01,-0.01,-0.08,11/8/2018,0.00,0.09,0.12,0.02,-0.02
Mylan N.V.,11/05/1984,2014,"$7,768.46",2/28/2020,0.09,-0.04,-0.03,0.00,0.00,11/5/2019,0.04,0.06,-0.05,0.09,-0.03,7/29/2019,10%,-0.04,-0.03,-0.02,0.13,5/7/2019,0.04,0.05,-0.08,-0.08,-0.02,2/27/2019,-0.04,-0.05,0.05,0.03,-0.07,11/6/2018,0.05,0.00,-0.03,-0.08,-0.06
Globe Life Inc.,11/05/1984,1979,"$7,697.21",2/5/2020,-0.01,0.04,0.01,-0.09,-0.20,10/24/2019,0.02,0.00,0.00,0.01,0.01,7/25/2019,1%,-0.01,-0.02,0.01,0.02,4/18/2019,0.03,0.01,-0.02,0.02,0.03,2/6/2019,0.00,-0.01,0.00,-0.01,-0.02,10/25/2018,0.04,-0.03,0.01,0.05,-0.09
LKQ Corporation,10/03/2003,1998,"$7,647.99",2/20/2020,0.03,-0.01,-0.07,-0.12,0.00,10/31/2019,0.06,-0.01,0.01,-0.01,0.01,7/25/2019,1%,-0.01,-0.04,0.00,0.02,4/25/2019,0.00,0.03,-0.06,-0.02,-0.02,2/28/2019,-0.02,0.00,0.00,0.01,0.05,10/25/2018,0.00,-0.06,0.04,0.02,-0.07
MGM Resorts International, 5/02/1988,1986,"$7,603.18",2/13/2020,-0.67,0.04,-0.11,-0.28,0.00,10/31/2019,0.04,0.02,0.07,0.01,0.02,7/26/2019,-4%,0.02,-0.02,-0.01,-0.02,4/30/2019,-0.44,0.03,0.01,0.00,0.06,2/14/2019,0.05,-0.02,-0.04,-0.04,-0.02,10/31/2018,0.29,-0.04,-0.03,0.04,0.02
"Hasbro, Inc.",11/05/1984,1923,"$7,530.97",2/11/2020,0.34,-0.06,-0.10,-0.12,-0.13,10/22/2019,-0.17,0.00,-0.07,-0.02,0.05,7/23/2019,55%,0.00,-0.01,0.00,-0.06,4/23/2019,-2.93,0.01,0.02,-0.04,0.08,2/8/2019,-0.21,-0.02,-0.07,0.01,-0.04,10/22/2018,-0.14,0.00,0.04,-0.01,-0.07
Cabot Oil & Gas Corporation, 2/08/1990,1989,"$7,321.83",2/21/2020,0.02,0.02,0.21,0.12,0.00,10/25/2019,0.10,0.03,-0.05,-0.11,-0.03,7/26/2019,9%,-0.09,-0.06,-0.01,0.05,4/26/2019,0.12,-0.06,-0.01,0.01,-0.08,2/22/2019,-0.06,0.00,0.03,0.03,-0.03,10/26/2018,-0.11,-0.07,0.07,0.01,0.02
"Huntington Ingalls Industries, Inc.", 3/22/2011,2010,"$7,280.55",2/13/2020,-0.14,-0.01,-0.06,-0.04,0.00,11/7/2019,0.03,0.05,-0.01,0.00,-0.02,8/1/2019,-14%,-0.01,-0.02,-0.01,0.02,5/2/2019,-0.12,0.00,0.02,0.03,0.00,2/14/2019,0.09,0.01,-0.04,-0.03,0.01,11/8/2018,0.28,0.00,0.02,-0.06,0.00
Whirlpool Corporation,11/05/1984,1898,"$7,234.92",1/28/2020,0.15,0.00,-0.06,-0.03,-0.08,10/23/2019,0.02,0.00,-0.06,-0.10,0.01,7/23/2019,8%,0.02,0.00,0.00,-0.01,4/23/2019,0.09,0.02,0.00,-0.03,-0.04,1/29/2019,0.12,-0.01,-0.04,0.03,-0.02,10/25/2018,0.21,0.04,0.01,0.09,-0.04
Albemarle Corporation, 2/22/1994,1993,"$7,223.07",2/20/2020,-0.01,-0.04,0.00,-0.20,0.00,10/25/2019,-0.03,0.04,0.04,-0.05,-0.01,8/8/2019,8%,-0.06,-0.14,-0.02,0.09,5/9/2019,-0.01,-0.04,-0.07,0.02,-0.03,2/21/2019,0.04,0.00,-0.04,-0.02,-0.01,11/8/2018,0.05,0.09,-0.02,-0.08,-0.07
"NRG Energy, Inc.",12/02/2003,1989,"$7,144.90",2/27/2020,1.14,-0.03,-0.06,0.08,0.00,11/7/2019,0.18,-0.05,-0.03,-0.03,0.04,8/7/2019,17%,0.02,0.06,0.03,0.02,5/2/2019,-0.11,-0.04,-0.08,-0.01,-0.03,2/28/2019,-6.79,-0.05,0.00,0.02,-0.03,11/8/2018,0.23,0.01,0.10,0.05,0.01
"Mohawk Industries, Inc.", 4/01/1992,1988,"$6,915.01",2/14/2020,0.02,-0.05,-0.04,-0.20,0.00,10/25/2019,0.04,0.03,0.03,-0.08,-0.02,7/26/2019,1%,0.05,-0.06,-0.02,0.04,4/26/2019,0.03,-0.02,0.08,0.10,0.00,2/8/2019,0.01,-0.02,0.01,-0.05,-0.06,10/26/2018,-0.08,-0.03,0.05,0.06,-0.06
Snap-on Incorporated,11/05/1984,1920,"$6,902.59",2/6/2020,0.00,-0.03,0.00,-0.01,-0.11,10/17/2019,0.01,0.00,0.03,-0.01,-0.04,7/18/2019,0%,-0.06,0.00,0.00,0.00,4/18/2019,0.04,-0.02,0.01,-0.02,0.00,2/7/2019,0.00,-0.02,0.03,-0.01,-0.07,10/18/2018,0.01,-0.05,0.04,0.05,0.01
Apartment Investment & Management Co Class A, 7/22/1994,1975,"$6,858.23",1/31/2020,2.50,0.02,-0.01,-0.01,-0.07,11/1/2019,-0.87,0.00,-0.04,-0.03,-0.04,8/2/2019,567%,-0.02,0.02,-0.01,-0.02,5/3/2019,24.63,0.01,0.04,0.03,-0.03,2/5/2019,-1.71,0.03,-0.02,-0.02,-0.01,11/2/2018,20.55,0.02,0.04,0.01,0.05
"Fortune Brands Home & Security, Inc.", 9/16/2011,1988,"$6,802.64",1/30/2020,0.03,-0.01,-0.01,-0.03,-0.12,10/24/2019,-0.03,0.02,-0.01,0.01,0.02,8/2/2019,0%,-0.02,-0.01,0.00,0.02,4/25/2019,0.08,-0.01,0.06,-0.01,-0.03,2/1/2019,-0.08,0.06,0.03,0.01,-0.04,10/26/2018,-0.10,-0.02,0.00,0.05,-0.04
Royal Caribbean Cruises Ltd., 4/28/1993,1968,"$6,756.97",2/4/2020,0.00,-0.11,-0.09,-0.21,-0.59,10/30/2019,-0.01,0.02,0.03,0.04,0.03,7/25/2019,4%,0.04,-0.01,-0.02,-0.01,5/1/2019,0.18,-0.03,-0.02,0.01,-0.04,1/30/2019,0.01,0.04,-0.05,-0.01,-0.03,10/25/2018,0.00,-0.05,-0.04,0.09,-0.05
"United Rentals, Inc.",12/18/1997,1997,"$6,741.84",1/30/2020,0.08,-0.01,0.10,-0.05,-0.22,10/17/2019,0.07,0.01,0.03,0.12,-0.01,7/18/2019,7%,-0.01,0.01,-0.10,0.04,4/18/2019,0.09,0.03,0.02,-0.07,-0.06,1/24/2019,0.00,-0.03,0.00,0.05,-0.08,10/18/2018,0.04,-0.12,0.07,-0.06,-0.02
A. O. Smith Corporation,11/05/1984,1874,"$6,721.58",1/28/2020,-0.06,-0.07,-0.06,-0.03,0.13,10/29/2019,0.00,0.05,0.04,-0.08,-0.07,7/30/2019,-3%,-0.02,0.03,0.00,0.10,4/30/2019,-0.08,-0.01,-0.05,-0.13,0.05,1/29/2019,0.05,0.02,0.02,0.02,-0.03,10/30/2018,-0.03,-0.07,-0.02,0.02,-0.07
"Juniper Networks, Inc.", 6/25/1999,1996,"$6,709.70",1/28/2020,0.01,0.02,0.03,-0.01,0.03,10/25/2019,0.04,0.02,0.01,-0.03,-0.07,7/26/2019,0%,0.00,-0.02,-0.07,-0.01,4/26/2019,0.23,0.01,-0.01,-0.03,0.04,1/30/2019,0.04,-0.02,0.01,0.00,-0.02,10/24/2018,0.22,0.01,0.00,-0.04,0.01
WestRock Company, 3/03/1994,2015,"$6,686.26",1/30/2020,-0.02,-0.04,-0.01,-0.06,-0.13,11/7/2019,0.04,0.00,-0.03,0.06,0.01,8/1/2019,10%,0.02,-0.09,0.02,0.12,4/30/2019,0.32,-0.08,0.01,-0.08,0.04,1/31/2019,0.06,0.00,-0.07,-0.04,0.00,11/5/2018,0.03,0.07,0.03,0.01,-0.08
"Interpublic Group of Companies, Inc.",11/05/1984,1930,"$6,635.67",2/12/2020,0.06,-0.02,-0.01,-0.13,0.12,10/22/2019,0.05,-0.04,0.02,-0.02,-0.01,7/23/2019,5%,-0.03,-0.01,-0.05,-0.02,4/26/2019,1.86,0.02,0.00,-0.02,-0.06,2/13/2019,0.13,-0.09,0.00,-0.04,-0.06,10/19/2018,0.04,0.01,-0.06,0.05,-0.03
Textron Inc.,11/05/1984,1923,"$6,629.02",1/29/2020,0.04,0.02,0.01,-0.05,-0.22,10/17/2019,0.12,0.04,-0.05,-0.02,-0.02,7/17/2019,8%,0.00,0.01,-0.08,-0.01,4/17/2019,0.12,0.01,-0.04,-0.02,-0.07,1/24/2019,0.17,0.01,0.00,0.00,-0.06,10/18/2018,-0.20,-0.06,-0.03,0.04,-0.03
"ABIOMED, Inc.", 7/29/1987,1981,"$6,435.90",2/6/2020,0.39,0.03,-0.15,0.05,-0.09,10/31/2019,-0.70,0.00,0.04,-0.13,-0.08,8/1/2019,100%,0.07,-0.03,-0.03,-0.06,5/2/2019,0.49,0.04,0.00,0.04,-0.09,1/31/2019,0.03,0.02,0.00,-0.05,-0.05,11/1/2018,0.48,-0.09,-0.15,0.03,-0.03
"F5 Networks, Inc.", 6/04/1999,1996,"$6,426.98",1/28/2020,0.05,-0.01,-0.02,0.07,-0.03,10/24/2019,0.02,0.02,-0.01,-0.04,-0.05,7/25/2019,-1%,0.04,-0.05,-0.05,0.01,4/25/2019,0.01,-0.03,-0.08,-0.05,0.00,1/24/2019,0.07,-0.06,0.00,0.04,-0.07,10/25/2018,0.10,0.00,0.07,-0.05,-0.01
Perrigo Co. Plc,12/17/1991,1887,"$6,301.32",2/27/2020,-0.01,0.08,-0.05,0.14,0.00,11/6/2019,0.12,-0.03,-0.05,0.06,0.02,8/8/2019,8%,-0.04,0.02,0.03,0.11,5/9/2019,0.16,0.02,-0.08,-0.10,-0.01,2/28/2019,-0.03,-0.05,-0.04,0.00,0.03,11/8/2018,0.08,0.02,0.03,-0.04,-0.27
Eastman Chemical Company,12/14/1993,1920,"$6,297.84",1/31/2020,0.07,-0.09,0.00,-0.07,-0.26,10/25/2019,-0.02,0.05,0.08,-0.08,-0.01,7/26/2019,-5%,0.07,-0.10,-0.06,0.09,4/26/2019,-0.05,-0.02,-0.04,-0.07,0.03,2/1/2019,-0.13,0.02,-0.01,0.00,-0.07,10/26/2018,0.02,-0.05,0.01,0.00,-0.07
Halliburton Company,11/05/1984,1919,"$6,291.36",1/21/2020,0.08,-0.06,-0.08,0.00,-0.23,10/21/2019,0.03,-0.02,0.05,-0.06,0.04,7/22/2019,17%,-0.05,-0.10,-0.08,-0.02,4/22/2019,0.02,0.01,-0.12,-0.06,-0.11,1/22/2019,0.11,0.08,-0.01,-0.02,-0.10,10/22/2018,0.01,-0.07,-0.01,-0.06,-0.05
"Assurant, Inc.", 2/05/2004,2004,"$6,253.38",2/12/2020,-0.06,0.05,0.05,-0.07,0.08,11/6/2019,0.02,-0.03,0.03,-0.02,-0.02,8/7/2019,12%,0.02,0.03,-0.02,0.01,5/7/2019,0.09,0.01,0.04,0.06,0.00,2/13/2019,0.36,0.00,0.04,-0.06,-0.03,11/7/2018,0.03,-0.02,0.02,-0.07,0.02
News Corporation Class A, 6/19/2013,1979,"$6,187.09",2/7/2020,0.26,0.00,-0.01,-0.11,0.03,11/8/2019,-0.18,-0.06,-0.02,0.03,0.03,8/9/2019,121%,0.00,0.01,0.01,-0.03,5/10/2019,9.53,-0.06,0.01,-0.02,0.12,2/8/2019,0.24,0.00,0.01,0.01,-0.04,11/8/2018,2.61,-0.01,-0.05,-0.01,-0.02
Ralph Lauren Corporation Class A, 6/12/1997,1967,"$6,171.65",2/4/2020,0.17,-0.05,-0.06,0.00,-0.24,11/7/2019,0.07,0.01,-0.11,0.06,0.04,7/30/2019,6%,-0.01,-0.10,-0.07,0.13,5/14/2019,0.19,-0.06,-0.05,0.03,0.02,2/5/2019,0.08,0.01,-0.01,-0.01,-0.03,11/6/2018,0.05,0.07,-0.09,-0.04,0.00
"American Airlines Group, Inc.",12/09/2013,2013,"$6,096.90",1/23/2020,0.01,-0.02,-0.02,-0.02,-0.32,10/24/2019,0.02,0.02,0.02,-0.10,-0.02,7/25/2019,1%,0.04,-0.06,-0.08,0.03,4/9/2019,-0.06,0.09,0.00,0.01,-0.11,1/24/2019,0.03,-0.05,0.05,-0.05,-0.08,10/25/2018,0.00,0.01,0.10,0.09,-0.11
Pentair plc,11/05/1984,2013,"$6,026.57",1/28/2020,0.05,0.00,-0.03,0.02,-0.01,10/23/2019,0.05,0.08,0.01,-0.01,0.03,7/23/2019,6%,-0.01,-0.03,-0.02,-0.04,4/9/2019,-0.20,0.03,-0.04,0.00,-0.03,1/29/2019,0.01,-0.02,-0.02,0.01,-0.01,10/23/2018,0.04,-0.06,0.09,0.02,-0.05
"CF Industries Holdings, Inc.", 8/11/2005,1946,"$5,983.61",2/13/2020,-0.09,0.00,0.06,-0.16,0.00,10/31/2019,-0.08,-0.06,0.00,-0.02,-0.03,8/1/2019,49%,0.05,-0.07,0.00,0.01,5/2/2019,0.19,-0.02,0.00,-0.02,0.09,2/14/2019,-0.52,-0.04,-0.03,0.02,-0.05,11/1/2018,-0.20,-0.03,-0.09,-0.10,0.05
IPG Photonics Corporation,12/13/2006,1990,"$5,950.57",2/13/2020,-1.10,0.10,-0.03,-0.03,0.00,10/29/2019,-0.11,0.12,0.11,-0.02,-0.02,7/30/2019,-3%,0.03,-0.08,-0.03,0.23,4/30/2019,-0.08,0.01,-0.13,-0.09,-0.01,2/12/2019,0.00,0.01,0.05,-0.03,-0.03,10/5/2018,-0.04,-0.04,0.04,0.12,-0.06
Coty Inc. Class A, 6/13/2013,1904,"$5,909.48",2/5/2020,0.12,-0.01,-0.07,-0.12,-0.13,11/6/2019,0.14,-0.06,-0.09,-0.02,-0.05,8/28/2019,1%,-0.07,0.09,-0.01,-0.02,5/8/2019,0.05,0.11,0.14,0.03,-0.04,2/8/2019,0.09,-0.02,0.16,-0.02,0.03,11/7/2018,0.58,0.05,0.07,-0.14,-0.09
Kimco Realty Corporation,11/22/1991,1973,"$5,708.67",1/30/2020,0.33,0.00,-0.05,0.04,-0.15,10/24/2019,-0.14,0.01,-0.04,0.01,-0.02,7/25/2019,23%,0.00,0.04,-0.02,0.02,5/2/2019,0.56,0.00,0.02,0.00,0.03,1/31/2019,0.16,0.05,0.02,-0.04,0.02,10/25/2018,0.59,0.01,-0.01,0.01,0.08
Lincoln National Corporation,11/05/1984,1968,"$5,638.42",2/6/2020,0.00,-0.02,0.01,-0.25,-0.24,10/31/2019,-1.10,0.03,0.02,-0.01,0.00,8/1/2019,0%,0.00,-0.10,-0.01,0.14,5/2/2019,0.05,-0.01,-0.01,-0.04,0.02,2/7/2019,0.01,-0.02,0.03,-0.03,-0.06,11/2/2018,0.08,-0.03,-0.01,-0.01,-0.10
"People's United Financial, Inc.", 7/06/1988,2006,"$5,577.89",1/17/2020,0.13,-0.03,-0.01,-0.01,0.01,10/18/2019,0.03,0.02,-0.03,-0.02,-0.01,7/19/2019,1%,-0.02,-0.04,-0.05,-0.02,4/19/2019,-0.01,0.04,0.03,-0.08,-0.04,1/18/2019,0.06,0.02,0.00,0.03,0.01,10/19/2018,-0.01,-0.02,0.00,0.02,0.03
Newell Brands Inc,11/05/1984,1903,"$5,488.56",2/14/2020,0.12,-0.05,-0.10,-0.21,0.00,11/1/2019,0.32,-0.02,-0.06,-0.03,-0.07,8/2/2019,26%,-0.07,0.05,0.04,0.07,5/3/2019,1.41,-0.04,-0.04,-0.06,0.00,2/15/2019,0.07,0.01,-0.07,-0.02,-0.05,11/2/2018,0.26,0.01,0.13,0.09,-0.03
